Historical_Employee_ID,Historical_Employee_Name,Department_ID,Department_Name,Last_Known_Job_Level,Historical_Status,Record_Effective_Date,Record_Purpose
HISTORICAL-EMPLOYEE-0402,Historical Finance Employee 0402,DEPARTMENT-002,Finance,Junior,Historical Joiner,2025-05-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0403,Historical Finance Employee 0403,DEPARTMENT-002,Finance,Junior,Former Employee,2025-05-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0404,Historical Finance Employee 0404,DEPARTMENT-002,Finance,Senior,Former Employee,2025-05-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0405,Historical Finance Employee 0405,DEPARTMENT-002,Finance,Junior,Former Employee,2025-05-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0406,Historical Sales Employee 0406,DEPARTMENT-003,Sales,Junior,Historical Joiner,2025-05-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0407,Historical Sales Employee 0407,DEPARTMENT-003,Sales,Junior,Historical Joiner,2025-05-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0408,Historical Sales Employee 0408,DEPARTMENT-003,Sales,Junior,Former Employee,2025-05-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0409,Historical Sales Employee 0409,DEPARTMENT-003,Sales,Junior,Former Employee,2025-05-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0410,Historical Customer Employee 0410,DEPARTMENT-004,Customer Support,Junior,Historical Joiner,2025-05-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0411,Historical Customer Employee 0411,DEPARTMENT-004,Customer Support,Junior,Historical Joiner,2025-05-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0412,Historical Customer Employee 0412,DEPARTMENT-004,Customer Support,Mid,Former Employee,2025-05-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0413,Historical Customer Employee 0413,DEPARTMENT-004,Customer Support,Senior,Former Employee,2025-05-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0414,Historical Customer Employee 0414,DEPARTMENT-004,Customer Support,Senior,Former Employee,2025-05-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0415,Historical Engineering Employee 0415,DEPARTMENT-005,Engineering,Junior,Historical Joiner,2025-05-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0416,Historical Engineering Employee 0416,DEPARTMENT-005,Engineering,Senior,Former Employee,2025-05-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0417,Historical Engineering Employee 0417,DEPARTMENT-005,Engineering,Senior,Former Employee,2025-05-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0418,Historical Operations Employee 0418,DEPARTMENT-006,Operations,Junior,Former Employee,2025-05-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0419,Historical IT Employee 0419,DEPARTMENT-007,IT,Junior,Historical Joiner,2025-05-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0420,Historical IT Employee 0420,DEPARTMENT-007,IT,Junior,Historical Joiner,2025-05-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0421,Historical IT Employee 0421,DEPARTMENT-007,IT,Junior,Former Employee,2025-05-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0422,Historical IT Employee 0422,DEPARTMENT-007,IT,Junior,Former Employee,2025-05-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0423,Historical IT Employee 0423,DEPARTMENT-007,IT,Mid,Former Employee,2025-05-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0424,Historical Medical Employee 0424,DEPARTMENT-008,Medical Care,Junior,Historical Joiner,2025-05-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0425,Historical Medical Employee 0425,DEPARTMENT-008,Medical Care,Junior,Historical Joiner,2025-05-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0426,Historical Medical Employee 0426,DEPARTMENT-008,Medical Care,Junior,Historical Joiner,2025-05-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0427,Historical Medical Employee 0427,DEPARTMENT-008,Medical Care,Senior,Former Employee,2025-05-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0428,Historical Medical Employee 0428,DEPARTMENT-008,Medical Care,Junior,Former Employee,2025-05-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0429,Historical Training Employee 0429,DEPARTMENT-009,Training & Development,Junior,Historical Joiner,2025-05-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0430,Historical Training Employee 0430,DEPARTMENT-009,Training & Development,Senior,Former Employee,2025-05-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0431,Historical Administration Employee 0431,DEPARTMENT-010,Administration & Facilities,Junior,Former Employee,2025-05-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0432,Historical Administration Employee 0432,DEPARTMENT-010,Administration & Facilities,Senior,Former Employee,2025-05-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0433,Historical Legal Employee 0433,DEPARTMENT-011,Legal & Compliance,Senior,Former Employee,2025-05-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0434,Historical Procurement Employee 0434,DEPARTMENT-012,Procurement & Supply Chain,Junior,Historical Joiner,2025-05-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0435,Historical Procurement Employee 0435,DEPARTMENT-012,Procurement & Supply Chain,Mid,Former Employee,2025-05-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0436,Historical Logistics Employee 0436,DEPARTMENT-013,Logistics & Warehouse,Junior,Historical Joiner,2025-05-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0437,Historical Logistics Employee 0437,DEPARTMENT-013,Logistics & Warehouse,Junior,Historical Joiner,2025-05-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0438,Historical Logistics Employee 0438,DEPARTMENT-013,Logistics & Warehouse,Junior,Historical Joiner,2025-05-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0439,Historical Logistics Employee 0439,DEPARTMENT-013,Logistics & Warehouse,Junior,Historical Joiner,2025-05-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0440,Historical Logistics Employee 0440,DEPARTMENT-013,Logistics & Warehouse,Senior,Former Employee,2025-05-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0441,Historical Logistics Employee 0441,DEPARTMENT-013,Logistics & Warehouse,Junior,Former Employee,2025-05-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0442,Historical Production Employee 0442,DEPARTMENT-014,Production & Manufacturing,Junior,Historical Joiner,2025-05-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0443,Historical Production Employee 0443,DEPARTMENT-014,Production & Manufacturing,Junior,Historical Joiner,2025-05-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0444,Historical Production Employee 0444,DEPARTMENT-014,Production & Manufacturing,Mid,Former Employee,2025-05-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0445,Historical Production Employee 0445,DEPARTMENT-014,Production & Manufacturing,Mid,Former Employee,2025-05-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0446,Historical Quality Employee 0446,DEPARTMENT-015,Quality Assurance,Junior,Historical Joiner,2025-05-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0447,Historical Quality Employee 0447,DEPARTMENT-015,Quality Assurance,Mid,Former Employee,2025-05-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0448,Historical Quality Employee 0448,DEPARTMENT-015,Quality Assurance,Junior,Former Employee,2025-05-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0449,Historical Quality Employee 0449,DEPARTMENT-015,Quality Assurance,Mid,Former Employee,2025-05-01,Supports complete 24-month movement history without adding former staff to the active attrition population
