Position_Budget_ID,Fiscal_Year,Position_ID,Position_Title,Department_ID,Department_Name,Cost_Center_ID,Approved_Position,Budgeted_Position,Position_Status,Full_Time_Equivalent_Capacity,Annual_Salary_Budget,Annual_Benefits_Budget,Annual_Employer_Tax_and_Contribution_Budget,Annual_Recruitment_Budget,Annual_Training_Budget,Total_Annual_Position_Cost_Budget,Budget_Start_Date,Budget_End_Date,Budget_Status,Budget_Currency,Data_As_Of_Date
POSITION-BUDGET-0555,2026,POS-542,Senior Logistics Officer,DEPARTMENT-013,Logistics & Warehouse,COST-CENTER-LOG,Yes,Yes,Filled,1.0,2509000,501800,200720,0,45162,3256682,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0556,2026,POS-543,Logistics Coordinator,DEPARTMENT-013,Logistics & Warehouse,COST-CENTER-LOG,Yes,Yes,Filled,1.0,1540000,308000,123200,0,27719,1998919,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0557,2026,POS-544,Logistics Coordinator,DEPARTMENT-013,Logistics & Warehouse,COST-CENTER-LOG,Yes,Yes,Filled,1.0,1540000,308000,123200,0,27719,1998919,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0558,2026,POS-545,Logistics Coordinator,DEPARTMENT-013,Logistics & Warehouse,COST-CENTER-LOG,Yes,Yes,Filled,1.0,1540000,308000,123200,0,27719,1998919,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0559,2026,POS-546,Logistics Coordinator,DEPARTMENT-013,Logistics & Warehouse,COST-CENTER-LOG,Yes,Yes,Filled,1.0,1540000,308000,123200,0,27719,1998919,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0560,2026,POS-547,Logistics Coordinator,DEPARTMENT-013,Logistics & Warehouse,COST-CENTER-LOG,Yes,Yes,Filled,1.0,1540000,308000,123200,0,27719,1998919,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0561,2026,POS-548,Logistics Coordinator,DEPARTMENT-013,Logistics & Warehouse,COST-CENTER-LOG,Yes,Yes,Filled,1.0,1540000,308000,123200,0,27719,1998919,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0562,2026,POS-549,Logistics Coordinator,DEPARTMENT-013,Logistics & Warehouse,COST-CENTER-LOG,Yes,Yes,Filled,1.0,1540000,308000,123200,0,27719,1998919,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0563,2026,POS-550,Logistics Coordinator,DEPARTMENT-013,Logistics & Warehouse,COST-CENTER-LOG,Yes,Yes,Filled,1.0,1540000,308000,123200,0,27719,1998919,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0564,2026,POS-551,Logistics Coordinator,DEPARTMENT-013,Logistics & Warehouse,COST-CENTER-LOG,Yes,Yes,Filled,1.0,1540000,308000,123200,0,27719,1998919,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0565,2026,POS-552,Logistics Coordinator,DEPARTMENT-013,Logistics & Warehouse,COST-CENTER-LOG,Yes,Yes,Filled,1.0,1540000,308000,123200,0,27719,1998919,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0566,2026,POS-553,Logistics Coordinator,DEPARTMENT-013,Logistics & Warehouse,COST-CENTER-LOG,Yes,Yes,Filled,1.0,1540000,308000,123200,0,27719,1998919,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0567,2026,POS-554,Logistics Coordinator,DEPARTMENT-013,Logistics & Warehouse,COST-CENTER-LOG,Yes,Yes,Filled,1.0,1540000,308000,123200,0,27719,1998919,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0568,2026,POS-555,Logistics Coordinator,DEPARTMENT-013,Logistics & Warehouse,COST-CENTER-LOG,Yes,Yes,Filled,1.0,1540000,308000,123200,0,27719,1998919,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0569,2026,POS-556,Logistics Coordinator,DEPARTMENT-013,Logistics & Warehouse,COST-CENTER-LOG,Yes,Yes,Filled,1.0,1540000,308000,123200,0,27719,1998919,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0570,2026,POS-557,Warehouse Assistant,DEPARTMENT-013,Logistics & Warehouse,COST-CENTER-LOG,Yes,Yes,Filled,1.0,855000,171000,68400,0,15389,1109789,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0571,2026,POS-558,Warehouse Assistant,DEPARTMENT-013,Logistics & Warehouse,COST-CENTER-LOG,Yes,Yes,Filled,1.0,855000,171000,68400,0,15389,1109789,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0572,2026,POS-559,Warehouse Assistant,DEPARTMENT-013,Logistics & Warehouse,COST-CENTER-LOG,Yes,Yes,Filled,1.0,855000,171000,68400,0,15389,1109789,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0573,2026,POS-560,Warehouse Assistant,DEPARTMENT-013,Logistics & Warehouse,COST-CENTER-LOG,Yes,Yes,Filled,1.0,855000,171000,68400,0,15389,1109789,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0574,2026,POS-561,Warehouse Assistant,DEPARTMENT-013,Logistics & Warehouse,COST-CENTER-LOG,Yes,Yes,Filled,1.0,855000,171000,68400,0,15389,1109789,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0575,2026,POS-562,Warehouse Assistant,DEPARTMENT-013,Logistics & Warehouse,COST-CENTER-LOG,Yes,Yes,Filled,1.0,855000,171000,68400,0,15389,1109789,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0576,2026,POS-563,Warehouse Assistant,DEPARTMENT-013,Logistics & Warehouse,COST-CENTER-LOG,Yes,Yes,Filled,1.0,855000,171000,68400,0,15389,1109789,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0577,2026,POS-564,Warehouse Assistant,DEPARTMENT-013,Logistics & Warehouse,COST-CENTER-LOG,Yes,Yes,Filled,1.0,855000,171000,68400,0,15389,1109789,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0578,2026,POS-565,Warehouse Assistant,DEPARTMENT-013,Logistics & Warehouse,COST-CENTER-LOG,Yes,Yes,Filled,1.0,855000,171000,68400,0,15389,1109789,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0579,2026,POS-566,Warehouse Assistant,DEPARTMENT-013,Logistics & Warehouse,COST-CENTER-LOG,Yes,Yes,Filled,1.0,855000,171000,68400,0,15389,1109789,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0580,2026,POS-567,Warehouse Assistant,DEPARTMENT-013,Logistics & Warehouse,COST-CENTER-LOG,Yes,Yes,Filled,1.0,855000,171000,68400,0,15389,1109789,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0581,2026,POS-568,Warehouse Assistant,DEPARTMENT-013,Logistics & Warehouse,COST-CENTER-LOG,Yes,Yes,Filled,1.0,855000,171000,68400,0,15389,1109789,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0582,2026,POS-569,Warehouse Assistant,DEPARTMENT-013,Logistics & Warehouse,COST-CENTER-LOG,Yes,Yes,Filled,1.0,855000,171000,68400,0,15389,1109789,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0583,2026,POS-570,Logistics Intern,DEPARTMENT-013,Logistics & Warehouse,COST-CENTER-LOG,Yes,Yes,Filled,1.0,399000,79800,31920,0,15000,525720,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0584,2026,POS-571,Logistics Intern,DEPARTMENT-013,Logistics & Warehouse,COST-CENTER-LOG,Yes,Yes,Filled,1.0,399000,79800,31920,0,15000,525720,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0585,2026,POS-572,Logistics Intern,DEPARTMENT-013,Logistics & Warehouse,COST-CENTER-LOG,Yes,Yes,Filled,1.0,399000,79800,31920,0,15000,525720,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0586,2026,EXEC-PRD-HEAD,Head of Production and Manufacturing,DEPARTMENT-014,Production & Manufacturing,COST-CENTER-PRD,Yes,Yes,Filled,1.0,7582000,1516400,606560,0,136476,9841436,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0587,2026,POS-573,Production Manager,DEPARTMENT-014,Production & Manufacturing,COST-CENTER-PRD,Yes,Yes,Filled,1.0,4082000,816400,326560,0,73476,5298436,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0588,2026,POS-574,Production Manager,DEPARTMENT-014,Production & Manufacturing,COST-CENTER-PRD,Yes,Yes,Filled,1.0,4082000,816400,326560,0,73476,5298436,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0589,2026,POS-575,Production Manager,DEPARTMENT-014,Production & Manufacturing,COST-CENTER-PRD,Yes,Yes,Filled,1.0,4082000,816400,326560,0,73476,5298436,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0590,2026,POS-576,Production Manager,DEPARTMENT-014,Production & Manufacturing,COST-CENTER-PRD,Yes,Yes,Filled,1.0,4082000,816400,326560,0,73476,5298436,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0591,2026,POS-577,Production Manager,DEPARTMENT-014,Production & Manufacturing,COST-CENTER-PRD,Yes,Yes,Filled,1.0,4082000,816400,326560,0,73476,5298436,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0592,2026,POS-578,Production Manager,DEPARTMENT-014,Production & Manufacturing,COST-CENTER-PRD,Yes,Yes,Filled,1.0,4082000,816400,326560,0,73476,5298436,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0593,2026,POS-579,Senior Production Supervisor,DEPARTMENT-014,Production & Manufacturing,COST-CENTER-PRD,Yes,Yes,Filled,1.0,2566000,513200,205280,0,46188,3330668,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0594,2026,POS-580,Senior Production Supervisor,DEPARTMENT-014,Production & Manufacturing,COST-CENTER-PRD,Yes,Yes,Filled,1.0,2566000,513200,205280,0,46188,3330668,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0595,2026,POS-581,Senior Production Supervisor,DEPARTMENT-014,Production & Manufacturing,COST-CENTER-PRD,Yes,Yes,Filled,1.0,2566000,513200,205280,0,46188,3330668,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0596,2026,POS-582,Senior Production Supervisor,DEPARTMENT-014,Production & Manufacturing,COST-CENTER-PRD,Yes,Yes,Filled,1.0,2566000,513200,205280,0,46188,3330668,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0597,2026,POS-583,Senior Production Supervisor,DEPARTMENT-014,Production & Manufacturing,COST-CENTER-PRD,Yes,Yes,Filled,1.0,2566000,513200,205280,0,46188,3330668,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0598,2026,POS-584,Senior Production Supervisor,DEPARTMENT-014,Production & Manufacturing,COST-CENTER-PRD,Yes,Yes,Filled,1.0,2566000,513200,205280,0,46188,3330668,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0599,2026,POS-585,Senior Production Supervisor,DEPARTMENT-014,Production & Manufacturing,COST-CENTER-PRD,Yes,Yes,Filled,1.0,2566000,513200,205280,0,46188,3330668,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0600,2026,POS-586,Senior Production Supervisor,DEPARTMENT-014,Production & Manufacturing,COST-CENTER-PRD,Yes,Yes,Filled,1.0,2566000,513200,205280,0,46188,3330668,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0601,2026,POS-587,Production Technician,DEPARTMENT-014,Production & Manufacturing,COST-CENTER-PRD,Yes,Yes,Filled,1.0,1575000,315000,126000,0,28349,2044349,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0602,2026,POS-588,Production Technician,DEPARTMENT-014,Production & Manufacturing,COST-CENTER-PRD,Yes,Yes,Filled,1.0,1575000,315000,126000,0,28349,2044349,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0603,2026,POS-589,Production Technician,DEPARTMENT-014,Production & Manufacturing,COST-CENTER-PRD,Yes,Yes,Filled,1.0,1575000,315000,126000,0,28349,2044349,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0604,2026,POS-590,Production Technician,DEPARTMENT-014,Production & Manufacturing,COST-CENTER-PRD,Yes,Yes,Filled,1.0,1575000,315000,126000,0,28349,2044349,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0605,2026,POS-591,Production Technician,DEPARTMENT-014,Production & Manufacturing,COST-CENTER-PRD,Yes,Yes,Filled,1.0,1575000,315000,126000,0,28349,2044349,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0606,2026,POS-592,Production Technician,DEPARTMENT-014,Production & Manufacturing,COST-CENTER-PRD,Yes,Yes,Filled,1.0,1575000,315000,126000,0,28349,2044349,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0607,2026,POS-593,Production Technician,DEPARTMENT-014,Production & Manufacturing,COST-CENTER-PRD,Yes,Yes,Filled,1.0,1575000,315000,126000,0,28349,2044349,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0608,2026,POS-594,Production Technician,DEPARTMENT-014,Production & Manufacturing,COST-CENTER-PRD,Yes,Yes,Filled,1.0,1575000,315000,126000,0,28349,2044349,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0609,2026,POS-595,Production Technician,DEPARTMENT-014,Production & Manufacturing,COST-CENTER-PRD,Yes,Yes,Filled,1.0,1575000,315000,126000,0,28349,2044349,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0610,2026,POS-596,Production Technician,DEPARTMENT-014,Production & Manufacturing,COST-CENTER-PRD,Yes,Yes,Filled,1.0,1575000,315000,126000,0,28349,2044349,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0611,2026,POS-597,Production Technician,DEPARTMENT-014,Production & Manufacturing,COST-CENTER-PRD,Yes,Yes,Filled,1.0,1575000,315000,126000,0,28349,2044349,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0612,2026,POS-598,Production Technician,DEPARTMENT-014,Production & Manufacturing,COST-CENTER-PRD,Yes,Yes,Filled,1.0,1575000,315000,126000,0,28349,2044349,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0613,2026,POS-599,Production Technician,DEPARTMENT-014,Production & Manufacturing,COST-CENTER-PRD,Yes,Yes,Filled,1.0,1575000,315000,126000,0,28349,2044349,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0614,2026,POS-600,Production Technician,DEPARTMENT-014,Production & Manufacturing,COST-CENTER-PRD,Yes,Yes,Filled,1.0,1575000,315000,126000,0,28349,2044349,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0615,2026,POS-601,Production Operator,DEPARTMENT-014,Production & Manufacturing,COST-CENTER-PRD,Yes,Yes,Filled,1.0,875000,175000,70000,0,15749,1135749,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0616,2026,POS-602,Production Operator,DEPARTMENT-014,Production & Manufacturing,COST-CENTER-PRD,Yes,Yes,Filled,1.0,875000,175000,70000,0,15749,1135749,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0617,2026,POS-603,Production Operator,DEPARTMENT-014,Production & Manufacturing,COST-CENTER-PRD,Yes,Yes,Filled,1.0,875000,175000,70000,0,15749,1135749,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0618,2026,POS-604,Production Operator,DEPARTMENT-014,Production & Manufacturing,COST-CENTER-PRD,Yes,Yes,Filled,1.0,875000,175000,70000,0,15749,1135749,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0619,2026,POS-605,Production Operator,DEPARTMENT-014,Production & Manufacturing,COST-CENTER-PRD,Yes,Yes,Filled,1.0,875000,175000,70000,0,15749,1135749,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0620,2026,POS-606,Production Operator,DEPARTMENT-014,Production & Manufacturing,COST-CENTER-PRD,Yes,Yes,Filled,1.0,875000,175000,70000,0,15749,1135749,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0621,2026,POS-607,Production Operator,DEPARTMENT-014,Production & Manufacturing,COST-CENTER-PRD,Yes,Yes,Filled,1.0,875000,175000,70000,0,15749,1135749,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0622,2026,POS-608,Production Operator,DEPARTMENT-014,Production & Manufacturing,COST-CENTER-PRD,Yes,Yes,Filled,1.0,875000,175000,70000,0,15749,1135749,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0623,2026,POS-609,Production Operator,DEPARTMENT-014,Production & Manufacturing,COST-CENTER-PRD,Yes,Yes,Filled,1.0,875000,175000,70000,0,15749,1135749,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0624,2026,POS-610,Production Operator,DEPARTMENT-014,Production & Manufacturing,COST-CENTER-PRD,Yes,Yes,Filled,1.0,875000,175000,70000,0,15749,1135749,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0625,2026,POS-611,Production Operator,DEPARTMENT-014,Production & Manufacturing,COST-CENTER-PRD,Yes,Yes,Filled,1.0,875000,175000,70000,0,15749,1135749,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0626,2026,POS-612,Production Operator,DEPARTMENT-014,Production & Manufacturing,COST-CENTER-PRD,Yes,Yes,Filled,1.0,875000,175000,70000,0,15749,1135749,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0627,2026,POS-613,Production Operator,DEPARTMENT-014,Production & Manufacturing,COST-CENTER-PRD,Yes,Yes,Filled,1.0,875000,175000,70000,0,15749,1135749,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0628,2026,POS-614,Production Intern,DEPARTMENT-014,Production & Manufacturing,COST-CENTER-PRD,Yes,Yes,Filled,1.0,408000,81600,32640,0,15000,537240,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0629,2026,POS-615,Production Intern,DEPARTMENT-014,Production & Manufacturing,COST-CENTER-PRD,Yes,Yes,Filled,1.0,408000,81600,32640,0,15000,537240,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0630,2026,POS-616,Production Intern,DEPARTMENT-014,Production & Manufacturing,COST-CENTER-PRD,Yes,Yes,Filled,1.0,408000,81600,32640,0,15000,537240,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0631,2026,EXEC-QAS-HEAD,Head of Quality Assurance,DEPARTMENT-015,Quality Assurance,COST-CENTER-QAS,Yes,Yes,Filled,1.0,8424000,1684800,673920,0,151632,10934352,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0632,2026,POS-617,Quality Assurance Manager,DEPARTMENT-015,Quality Assurance,COST-CENTER-QAS,Yes,Yes,Filled,1.0,4536000,907200,362880,0,81648,5887728,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0633,2026,POS-618,Quality Assurance Manager,DEPARTMENT-015,Quality Assurance,COST-CENTER-QAS,Yes,Yes,Filled,1.0,4536000,907200,362880,0,81648,5887728,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0634,2026,POS-619,Quality Assurance Manager,DEPARTMENT-015,Quality Assurance,COST-CENTER-QAS,Yes,Yes,Filled,1.0,4536000,907200,362880,0,81648,5887728,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0635,2026,POS-620,Quality Assurance Manager,DEPARTMENT-015,Quality Assurance,COST-CENTER-QAS,Yes,Yes,Filled,1.0,4536000,907200,362880,0,81648,5887728,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0636,2026,POS-621,Quality Assurance Manager,DEPARTMENT-015,Quality Assurance,COST-CENTER-QAS,Yes,Yes,Filled,1.0,4536000,907200,362880,0,81648,5887728,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0637,2026,POS-622,Quality Assurance Manager,DEPARTMENT-015,Quality Assurance,COST-CENTER-QAS,Yes,Yes,Filled,1.0,4536000,907200,362880,0,81648,5887728,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0638,2026,POS-623,Senior Quality Engineer,DEPARTMENT-015,Quality Assurance,COST-CENTER-QAS,Yes,Yes,Filled,1.0,2851000,570200,228080,0,51317,3700597,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0639,2026,POS-624,Senior Quality Engineer,DEPARTMENT-015,Quality Assurance,COST-CENTER-QAS,Yes,Yes,Filled,1.0,2851000,570200,228080,0,51317,3700597,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0640,2026,POS-625,Senior Quality Engineer,DEPARTMENT-015,Quality Assurance,COST-CENTER-QAS,Yes,Yes,Filled,1.0,2851000,570200,228080,0,51317,3700597,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0641,2026,POS-626,Senior Quality Engineer,DEPARTMENT-015,Quality Assurance,COST-CENTER-QAS,Yes,Yes,Filled,1.0,2851000,570200,228080,0,51317,3700597,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0642,2026,POS-627,Senior Quality Engineer,DEPARTMENT-015,Quality Assurance,COST-CENTER-QAS,Yes,Yes,Filled,1.0,2851000,570200,228080,0,51317,3700597,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0643,2026,POS-628,Senior Quality Engineer,DEPARTMENT-015,Quality Assurance,COST-CENTER-QAS,Yes,Yes,Filled,1.0,2851000,570200,228080,0,51317,3700597,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0644,2026,POS-629,Senior Quality Engineer,DEPARTMENT-015,Quality Assurance,COST-CENTER-QAS,Yes,Yes,Filled,1.0,2851000,570200,228080,0,51317,3700597,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0645,2026,POS-630,Senior Quality Engineer,DEPARTMENT-015,Quality Assurance,COST-CENTER-QAS,Yes,Yes,Filled,1.0,2851000,570200,228080,0,51317,3700597,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0646,2026,POS-631,Quality Analyst,DEPARTMENT-015,Quality Assurance,COST-CENTER-QAS,Yes,Yes,Filled,1.0,1750000,350000,140000,0,31499,2271499,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0647,2026,POS-632,Quality Analyst,DEPARTMENT-015,Quality Assurance,COST-CENTER-QAS,Yes,Yes,Filled,1.0,1750000,350000,140000,0,31499,2271499,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0648,2026,POS-633,Quality Analyst,DEPARTMENT-015,Quality Assurance,COST-CENTER-QAS,Yes,Yes,Filled,1.0,1750000,350000,140000,0,31499,2271499,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0649,2026,POS-634,Quality Analyst,DEPARTMENT-015,Quality Assurance,COST-CENTER-QAS,Yes,Yes,Filled,1.0,1750000,350000,140000,0,31499,2271499,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0650,2026,POS-635,Quality Analyst,DEPARTMENT-015,Quality Assurance,COST-CENTER-QAS,Yes,Yes,Filled,1.0,1750000,350000,140000,0,31499,2271499,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0651,2026,POS-636,Quality Analyst,DEPARTMENT-015,Quality Assurance,COST-CENTER-QAS,Yes,Yes,Filled,1.0,1750000,350000,140000,0,31499,2271499,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0652,2026,POS-637,Quality Analyst,DEPARTMENT-015,Quality Assurance,COST-CENTER-QAS,Yes,Yes,Filled,1.0,1750000,350000,140000,0,31499,2271499,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0653,2026,POS-638,Quality Analyst,DEPARTMENT-015,Quality Assurance,COST-CENTER-QAS,Yes,Yes,Filled,1.0,1750000,350000,140000,0,31499,2271499,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0654,2026,POS-639,Quality Analyst,DEPARTMENT-015,Quality Assurance,COST-CENTER-QAS,Yes,Yes,Filled,1.0,1750000,350000,140000,0,31499,2271499,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0655,2026,POS-640,Quality Analyst,DEPARTMENT-015,Quality Assurance,COST-CENTER-QAS,Yes,Yes,Filled,1.0,1750000,350000,140000,0,31499,2271499,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0656,2026,POS-641,Quality Analyst,DEPARTMENT-015,Quality Assurance,COST-CENTER-QAS,Yes,Yes,Filled,1.0,1750000,350000,140000,0,31499,2271499,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0657,2026,POS-642,Quality Analyst,DEPARTMENT-015,Quality Assurance,COST-CENTER-QAS,Yes,Yes,Filled,1.0,1750000,350000,140000,0,31499,2271499,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0658,2026,POS-643,Quality Analyst,DEPARTMENT-015,Quality Assurance,COST-CENTER-QAS,Yes,Yes,Filled,1.0,1750000,350000,140000,0,31499,2271499,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0659,2026,POS-644,Quality Analyst,DEPARTMENT-015,Quality Assurance,COST-CENTER-QAS,Yes,Yes,Filled,1.0,1750000,350000,140000,0,31499,2271499,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0660,2026,POS-645,Quality Inspector,DEPARTMENT-015,Quality Assurance,COST-CENTER-QAS,Yes,Yes,Filled,1.0,972000,194400,77760,0,17496,1261656,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0661,2026,POS-646,Quality Inspector,DEPARTMENT-015,Quality Assurance,COST-CENTER-QAS,Yes,Yes,Filled,1.0,972000,194400,77760,0,17496,1261656,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0662,2026,POS-647,Quality Inspector,DEPARTMENT-015,Quality Assurance,COST-CENTER-QAS,Yes,Yes,Filled,1.0,972000,194400,77760,0,17496,1261656,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
